"LimesLimits_ID";"obsolete";"X_coordinate";"Y_coordinate";"Place";"Toponym";"Site_type";"Uncertain";"Start_period";"End_period";"Size";"Conservation";"Notes";"checked";"location_note"
2139;0;190280;427350;"Nijmegen";"Kleine Kopse Hof / Hengstberg";"burial(s)";0;"ROMVB";"ROMMA";;;"burials on Hengstberg dated approx. 70-105 AD (Magnée-Nentjes 2010)";1;
2140;0;188200;429000;"Nijmegen";"Waalkade II";"civil settlement";0;"ROMMA";"ROMMB";;;"no associated Archis-waarnemingsnummer; = same as 726?";1;
2141;0;187800;428450;"Nijmegen";"Vlaamse Gas";"civil settlement";0;"ROMMA";"ROMMB";;;;1;
2142;0;184902;428043;"Nijmegen";"Energieweg";"rural settlement; road?";0;"ROM";"ROM";;;"also BRONS burial site";1;
2143;0;188000;427000;"Nijmegen";"Mariënburg";"burial(s)";0;"ROM";"VME";;;;1;
2144;0;186630;431440;"Lent";"Koudenhoek";"rural settlement; burial(s)?";0;"ROM";"ROM";;;"also IJZV (burial) site";1;
2145;0;187270;432390;"Oosterhout";"De Boel";"rural settlement";0;"IJZL";"ROM";;;"also BRONSM/IJZV site";1;
2146;0;187090;433365;"Oosterhout";"Stationsweg";"rural settlement";0;"IJZL";"ROM";;;;1;
2147;0;188350;430125;"Lent";"Lent-Zuidoost";"rural settlement";0;"IJZL";"ROM";;;;1;
2148;0;191320;425700;"Berg en Dal";"Kerstendal";"aquaduct?";0;"ROMM";"ROMM";;;;1;
2149;0;190870;425280;"Berg en Dal";"Meerwijkselaan";"aquaduct?";0;"ROMM";"ROMM";;;;1;
2150;0;190390;425560;"Berg en Dal";"Louisedal";"aquaduct?";0;"ROMM";"ROMM";;;;1;
2151;0;189700;425810;"Heilig Land Stichting";"Cortendijk";"aquaduct?";0;"ROMM";"ROMM";;;;1;
2152;0;189730;426150;"Heilig Land Stichting";"Swartendijk";"aquaduct?";0;"ROMM";"ROMM";;;;1;
2153;0;189550;426440;"Nijmegen";"Mariënboom";"aquaduct?";0;"ROMM";"ROMM";;;;1;
2154;0;189330;426750;"Nijmegen";"Bosweg";"aquaduct?";0;"ROMM";"ROMM";;;;1;
2155;0;169300;416080;"Schaijk";"Munse Heide";"rural settlement";0;"IJZL";"ROMM";;;"also IJZ and VME site";1;
2156;0;174540;420940;"Overlangel";"Asboom";"rural settlement";0;"ROM";"ROM";;;"also NEOL/NEOM, BRONSL/IJZ and LME site";1;
2157;0;174100;420750;"Overlangel";"Hertogstraat";"rural settlement?";1;"IJZ";"ROM";;;"possibly only IJZ";1;
2158;1;165250;421500;"Oss";"Elzenburg";"isolated find(s)?";1;"IJZL";"ROMV";;;"reported find of 80 fragments of Latène glass armrings; excavation (Archis-waarnemingsnummer 17844) only yielded IJZL finds";1;
2159;0;163400;420300;"Oss";"Brabantstraat";"cult site";0;"IJZL";"ROMV";;;"cult site dated approx. 50 BC - 50 AD (de Leeuwe 2009); also IJZM/IJZL site";1;
2160;0;161680;421820;"Lith";"Leyengraafweg";"rural settlement?";1;"IJZ";"ROM";;;"possibly only IJZ";1;
2161;0;163900;422700;"Oss";"Paalakker";"rural settlement";0;"IJZL";"ROMV";;;"only finds of Latène glass armrings reported; also MESO/NEO site; ; very close to site 1171, possibly one settlement";1;
2162;0;164690;422470;"Oss";"Ossermeer";"rural settlement";0;"IJZL";"ROMM";;;;1;
2163;0;165235;422640;"Macharen";"De Rotten";"rural settlement";0;"IJZ";"ROM";"100 x 150 m";;;1;
2164;0;166445;423754;"Macharen";"Harense Broek II";"rural settlement";0;"IJZL";"ROM";"100 x 150 m";;;1;
2165;0;166459;423271;"Macharen";"Harense Broek III";"rural settlement";0;"IJZ";"ROM";"150 x 150 m";;"very close to site 75, possibly one settlement?";1;
2166;0;167950;412750;"Nistelrode";"Mortel";"rural settlement";0;"ROMMA";"ROMMB";;;"habitation dated approx. 70 - 300 AD (Jansen 2007)";1;
2167;0;167950;412475;"Nistelrode";"Zwarte Molen";"rural settlement; burial(s); cult site";0;"ROMVA";"ROMMB";;;"habitation dated approx. 0 - 300 AD; cult site dated approx. 0 - 75 AD (Jansen 2007)";1;
2168;0;167725;412375;"Nistelrode";"Loo";"rural settlement";0;"ROMVB";"ROMMA";;;"habitation dated approx. 50 - 100 AD (Jansen 2007)";1;
2169;0;164000;416950;"Heesch";"Broekhoek II";"rural settlement";0;"IJZ";"ROM";;;;1;
2170;0;168020;432170;"Druten";"Noordzuidweg I";"rural settlement";0;"IJZ";"ROM";;;"also VME/LME site";1;
2171;0;159900;423550;"Lithoijen";"Molenweg";"rural settlement?";0;"IJZ";"ROM";;;"periphery of site 106?";1;
2172;0;156400;425150;"Lith";"De Bergen";"civil settlement?; burial(s)";0;"IJZL";"ROMM";"500 m";;"see Roymans (2004) for discussion of the archaeological evidence of Kessel as a regional IJZL centre and possible Roman vicus; also VME site";1;
2173;0;150140;423810;"Rossum";"H.C. de Jonghweg";"rural settlement";0;"IJZL";"ROMM";;;"also NEO/BRONS site";1;
2174;0;146500;417700;"Hedel";"De Woerd";"rural settlement";0;"IJZ";"ROM";;;"also VME/LME site";1;
2175;0;138100;415450;"Oud-Heusden";"Herptseweg";"rural settlement?";0;"ROM";"ROM";;;"finds perhaps out of context";1;
2176;0;140775;416950;"Hedikhuizen";"Maasdijk";"rural settlement";0;"ROMM";"ROMM";;;;1;
2177;0;136690;420010;"Spijk";"Dorp";"rural settlement";0;"ROMM";"ROMM";;;"also LME site";1;
2178;0;134870;421207;"Veen";"Wielstraat";"rural settlement";0;"ROMV";"ROMM";;;"habitation dated approx. 75 - 200 AD (Beex 1973); also NEO and LME site";1;
2179;0;132750;421150;"Op-Andel";"De Kwel";"rural settlement";0;"ROMMB";"ROMMB";"2 ha";;"habitation dated approx. 150 - 200 AD (Beex 1973); also LME site";1;
2180;0;132390;421500;"Neer-Andel";"Gemeentehuis";"rural settlement";0;"ROMM";"ROMM";"2 ha";;"habitation dated approx. 100 - 200 AD; also VME/LME site";1;
2181;0;133250;419650;"Veen";"Zwaansheuvel";"rural settlement?";0;"ROMV";"ROMM";;;;1;
2182;0;133400;420300;"Andel";"Duizend Morgen";"rural settlement?";0;"ROMM";"ROMM";;;"habitation dated approx. 100 - 200 AD (Beex 1973); N.B. list in Beex has two sites numbered 16, this one in Andel, and the other one in Veen; neither of those matches the location of ARCHIS-waarnemingsnummer 40382";1;
2183;0;141250;421000;"Delwijnen";"De Vorsten";"rural settlement?";1;"IJZL";"ROMM";;;"only metal finds";1;
2184;0;141800;419750;"Delwijnen";"De Boosteren";"rural settlement?";1;"ROMV";"ROMM";;;"only metal finds";1;
2185;0;146500;427625;"Waardenburg";"De Vergt";"rural settlement?";1;"ROMM";"ROML";;;"coordinate of metal finds approximate, might be the same as site 253";1;
2186;0;145959;439820;"Beusichem";"Hoge Voorkoop II";"rural settlement?";1;"ROMV";"ROMM";;;"only metal finds";1;
2187;0;151250;434000;"Buren";"Mierlingsestraat";"rural settlement?";1;"ROMV";"ROMM";;;"only metal finds; very close to site 121, possibly one settlement?";1;
2188;1;173330;423939;"Batenburg";"Maas";"out of context find(s)";0;"IJZL";"ROML";;;"only metal finds";1;
2189;0;145340;432420;"Deil";"Hazenbroek";"cult place?";1;"IJZL";"ROM";;;;1;
2190;0;183700;434700;"Elst";"Eimeren-Zuid";"rural settlement?";1;"IJZL";"ROM";;;"only metal finds";1;
2191;1;157600;440600;"Maurik";"De Hul";"deposit";0;"ROMMB";"ROMMB";;;"coin hoard";1;
3001;1;94500;477750;"Noordwijk";"Langeveld I";"isolated find(s)";0;"ROMV";"ROMM";;;;1;
3002;0;93700;477650;"Noordwijk";"Langeveld II";"rural settlement";0;"IJZL";"ROMV";;;;1;
3003;0;95000;477000;"Noordwijkerhout";"Oosterduinen";"rural settlement";0;"IJZL";"ROM";;;"finds in situ (vegetation horizon)";1;
3004;1;96000;478000;"Noordwijkerhout";"Ruigenhoek";"isolated find(s)";0;"IJZ";"ROM";;;"no indications of house plans or other structural features";1;
3005;1;95040;477650;"Noordwijkerhout";"Oosterduinse Meer";"isolated find(s)";0;"IJZL";"ROMV";;"disappeared";;1;
3006;1;98000;477000;"Lisse";"Venenburger Bos";"isolated find(s)";0;"NEOL";"BRONS";;;"not a Roman site!";1;
3007;0;89400;470900;"Noordwijk";"Hertenkamp";"rural settlement";0;"IJZ";"ROM";"100 x 100 m";"reasonable";"site is probably Iron Age only; no evidence for a cemetery was found";1;
3008;1;94000;478000;"Noordwijk";"Langeveld III";"isolated find(s)";0;"ROM";"ROM";;;;1;
3009;0;91155;472672;"Noordwijk";"Van de Mortelstraat";"rural settlement";0;"IJZ";"ROM";;"possibly disturbed";;1;
3010;1;91650;469340;"Voorhout";"Rijnsburgerweg Defensiegebouwen";"isolated find(s)";0;"ROMV";"ROML";;;"collection of finds without context information";1;
3011;0;94000;470000;"Voorhout";"Rodemolenpolder";"rural settlement";0;"IJZL";"ROM";;;;1;
3012;1;93357;471108;"Voorhout";"De Gaasbak";"isolated find(s)";0;"ROM";"ROM";;;;1;
3013;1;95153;470568;"Teijlingen";"IJssenheim";"isolated find(s)";1;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer, possibly 24039?";1;
3014;1;93750;468350;"Oegstgeest";"Voorhofpolder";"isolated find(s)";0;"IJZL";"ROMV";;;;1;
3015;1;94250;468380;"Warmond";"Leo van Rijsbergenpad";"isolated find(s)";0;"IJZL";"ROMV";;;;1;
3016;0;92200;468980;"Voorhout";"Polder Elsgeest";"rural settlement";0;"IJZL";"ROM";;;;1;
3017;0;91250;468860;"Rijnsburg";"Voorhouterweg";"rural settlement";0;"IJZL";"ROM";;;;1;
3018;0;90950;467810;"Rijnsburg";"De Horn";"rural settlement";0;"IJZL";"ROM";;;"site is also a Merovingian cemetery";1;
3019;0;89600;470200;"Noordwijk";"Zwarte Weg I";"rural settlement";0;"ROM";"ROM";;"heavily disturbed";"very close to site 3020, possibly one settlement?";1;
3020;1;89565;469850;"Noordwijk";"Zwarte Weg II";"isolated find(s)";0;"ROM";"ROM";;;"very close to site 3019, possibly one settlement?";1;
3021;0;92120;467700;"Oegstgeest";"Groene Kerkje";"rural settlement";0;"IJZ";"ROM";;;"same as site 3023";1;
3022;1;92420;466890;"Oegstgeest";"De Ouden Hof";"isolated find(s)";0;"ROM";"ROM";;;"finds ex situ";1;
3023;1;92000;466000;"Oegstgeest";"Kerk";"isolated find(s)";0;"ROM";"ROM";;;"same as site 3021, coordinate is wrong";1;
3024;1;90470;467230;"Rijnsburg";"Voormalige adbij";"military settlement?";1;"ROMM";"ROMM";;;"site is an early Medieval settlement and late Medieval abbey; Roman finds may be secondary, no structures have been found that could be associated with the Roman finds";1;
3025;0;92140;465170;"Leiden";"Pomona";"rural settlement";0;"ROM";"ROM";;;;1;
3026;1;94810;465870;"Leiden";"Merenwijk I";"isolated find(s)";0;"ROM";"ROM";;;"very close to site 3028, possibly one settlement?";1;
3027;1;95775;467000;"Warmond";"Zwanenburgerpolder";"isolated find(s)";0;"IJZL";"ROM";;;;1;
3028;1;94500;465970;"Leiden";"Merenwijk II";"isolated find(s)";0;"ROM";"ROM";;;"very close to site 3026, possibly one settlement?";1;
3029;0;92450;464600;"Leiden";"Darwinweg";"rural settlement";0;"IJZ";"ROM";;;;1;
3030;0;95150;464490;"Leiden";"Sumatrastraat";"rural settlement";0;"ROM";"ROM";;;;1;
3031;0;95981;464496;"Leiderdorp";"De Baanderij";"rural settlement";0;"IJZL";"ROMV";;;;1;
3032;0;97080;465020;"Leiderdorp";"De Bloemerd I";"rural settlement";0;"ROM";"ROM";;;"collection of finds without context information, possibly associated with site 3033";1;
3033;0;97350;464600;"Leiderdorp";"De Bloemerd II";"rural settlement";0;"ROM";"ROM";;;"very close to site 3032, possibly one settlement?";1;
3034;0;97000;464000;"Leiderdorp";"De Bloemerd III";"rural settlement";0;"IJZL";"ROM";;;"administrative coordinate, possibly same as site 3032 and 3033?";1;
3035;0;95839;463833;"Leiderdorp";"Sjelter";"rural settlement";0;"ROM";"ROM";;;"occupation layer dated ROM-VME";1;
3036;1;96280;463160;"Leiderdorp";"Kom van Aaiweg";"dike";0;"VMEC";"VMEC";;;"site is a Carolingian settlement with dike, Roman finds were probably taken as spolia from the castellum at Leiden-Roomburg";1;
3037;0;97100;462750;"Leiderdorp";"Munnikkenpolder I";"rural settlement";0;"ROMV";"ROMM";;;"same as site 3038";1;
3038;1;97100;462750;"Leiderdorp";"Munnikkenpolder I";"rural settlement";0;"ROMV";"ROMM";;;"same as site 3037";1;
3039;0;97730;462600;"Leiderdorp";"Polder Achthoven";"rural settlement";0;"IJZL";"ROMM";;"disappeared";;1;
3040;1;98740;464650;"Hoogmade";"Hoogmadesche Polder";"rural settlement";0;"IJZ";"IJZ";;;"trial trenching following survey did not result in Roman finds (Kranendonk et al. 2006); settlement is probably located to the north of excavated area";1;
3041;1;99500;463000;"Koudekerk aan den Rijn";"Hondsdijkse Polder I";"isolated find(s)";0;"IJZL";"ROMM";;;;1;
3042;1;99760;462080;"Koudekerk aan den Rijn";"Hondsdijkse Polder II";"isolated find(s)";0;"ROM";"ROM";;;"very close to site 3043, possibly one settlement?";1;
3043;0;99570;461800;"Koudekerk aan den Rijn";"Hondsdijkse Polder III";"rural settlement";0;"ROM";"ROM";;;"very close to site 3042, possibly one settlement?";1;
3044;0;100075;461540;"Koudekerk aan den Rijn";"Hondsdijkse Polder IV";"rural settlement";0;"ROM";"VME";;"disappeared";"continuity of occupation in Late Roman period not certain";1;
3045;0;97050;463180;"Leiderdorp";"Munnikkenpolder II";"rural settlement";0;"IJZ";"ROM";;"heavily disturbed";;1;
3046;0;127068;458515;"Haarzuilens";"Laagnieuwkoop";"rural settlement";0;"IJZ";"ROM";"ca. 2 ha";"good";;1;
3050;1;135195;457987;"Utrecht";"Marnixlaan/Van Hoornekade";"rural settlement";0;"ROM";"ROM";;;"site is a Late Medieval (Carthusian) monastery with Roman finds and features";1;
3051;0;88625;467825;"Katwijk";"Zanderij-Westerbaan I";"rural settlement; burial(s); road";0;"ROMVB";"ROMMB";;;"1 or 2 farmsteads, habitation dated approx. 50 - 250 AD; cemetery, located 100 m w of settlement dated approx. 80 - 200 AD?; road: Luksen-IJtsma 2010 71, site 4063";1;
3052;0;87250;466670;"Katwijk";"De Drie Plassen";"rural settlement";0;"ROMM";"ROMM";;;;1;
3053;1;88125;467000;"Katwijk";"Zanderij";"isolated find(s)";0;"ROM";"ROM";;;;1;
3054;0;89850;465900;"Valkenburg";"Veldzicht";"civil settlement; road; harbour?";0;"ROMVB";"ROMMB";;;"vicus, same settlement as 3054 and 3165; buildings and (horse) burials along the road; a possible harbour basin was reported by Hessing et al. 1995; road: see Luksen-IJtsma 2010 69, site 4062";1;
3055;1;87480;463360;"Wassenaar";"Hoge Klei";"isolated find(s)";0;"IJZL";"ROM";;;;1;
3056;0;89022;462488;"Wassenaar";"Amerikaanse school";"rural settlement";0;"ROMM";"ROMM";;"heavily disturbed";"very close to site 3142, possibly one settlement?";1;
3057;0;83275;462940;"Wassenaar";"Kikkervallei";"rural settlement?; burial(s)";0;"ROMMB";"ROMMB";;;"habitation dated 150-200 AD (van der Valk et al. 2013)";1;
3058;1;84150;460650;"Wassenaar";"De Piek";"isolated find(s)";0;"IJZL";"ROMV";;;;1;
3059;0;82800;459080;"Wassenaar";"Waalsdorpervlakte";"rural settlement";0;"ROM";"ROM";;;"also Late Bronze Age, Middle-Late Iron Age and Late Medieval occupation";1;
3060;1;87950;458400;"Wassenaar";"Duivenvoordse Polder";"isolated find(s)";0;"IJZL";"ROM";;;;1;
3061;0;90100;460900;"Voorschoten";"De Donk";"rural settlement";0;"IJZL";"ROM";;;;1;
3062;0;92475;460900;"Leiden";"Oostvlietpolder";"rural settlement";0;"ROMM";"ROMM";;;"supposedly two sites (5 + 7 in Oude Rengerink 1999); the evidence for occupation at site 7 is however very limited";1;
3063;0;92865;463130;"Leiden";"Haagwegterrein";"rural settlement";0;"ROMM";"ROMM";;;"settlement core probably located somewhat further to the east";1;
3064;0;94700;461540;"Leiden";"Kleine Cronesteinse of Knotterpolder";"rural settlement?";0;"ROM";"ROM";;;"various observations in the vicinity of this spot (8656 through 8660) were removed from Archis;  very close to site 3145, possibly one settlement?";1;
3065;0;98080;460660;"Groenendijk";"Scheepjeskerk I";"rural settlement; road";0;"ROMV";"ROMM";;;"very close to site 3066 and 3067, possible one settlement?; road: see Luksen-IJtsma 2010 61, site 4057";1;
3066;1;97940;460920;"Groenendijk";"Rijndijk";"isolated find(s)";0;"ROM";"ROM";;;"very close to site 3065, possibly one settlement?";1;
3067;1;98250;460290;"Groenendijk";;"isolated find(s)";0;"ROMM";"ROMM";;;"very close to site 3065, possibly one settlement?";1;
3068;0;99200;459600;"Hazerswoude";"Westvaart";"rural settlement";0;"ROMM";"ROMM";;;;1;
3069;0;100000;460195;"Hazerswoude";"Rijnenburg";"rural settlement; road?";0;"ROM";"ROM";;;"site is also a Late Medieval castle; road: see Luksen-IJtsma 2010 59e, site 4056";1;
3070;0;101330;460280;"Hazerswoude";"Oostvaartpark";"rural settlement; road";0;"ROM";"ROM";;;"road: see Luksen-IJtsma (2010) 59b, site 4056";1;
3071;0;102790;460800;"Hoorn";"Lemkes";"rural settlement; jetty?; road";0;"ROMV";"ROMM";;;"site is also a Carolingian settlement; road: see Luksen-IJtsma (2010) 58, site 4010";1;
3072;0;103050;459960;"Alphen aan den Rijn";"Compierekade";"rural settlement";0;"ROMM";"ROMM";;;;1;
3073;0;106275;458480;"Alphen aan den Rijn";"Polder Steekt I";"road";0;"ROMM";"ROMM";;;"stretch of approx. 400 m, built in two phases; presence of basalt blocks could indicate river crossing/bridge; close to site 3131, but no evidence for habitation";1;
3074;0;107350;458300;"Alphen aan den Rijn";"Goudse Rijpad I";"rural settlement; road";0;"ROMVB";"ROMLA";;;"road: see Luksen-IJtsma 2010 51, site 4053";1;
3075;1;110696;455144;"Bodegraven";"Oud Bodegraafseweg I";"isolated find(s)";0;"ROMV";"ROMM";;;"Archis-waarnemingsnummer 24339 removed from Archis; very close to site 3076 and 3169, possibly part of vicus?";1;
3076;0;110570;454880;"Bodegraven";"Oud Bodegraafseweg II";"rural settlement?";1;"ROMM";"ROMM";;;"N.B. location adapted in Archis!; very close to site 3075, possibly one settlement?";1;
3077;1;117435;453650;"Woerden";"Waarderstroomrug";"isolated find(s)";0;"IJZ";"ROM";;;;1;
3080;0;80772;458151;"Den Haag";"Han Stijkelplein 28-30";"rural settlement";0;"ROMMB";"ROMMB";;;"habitation dated approx. 150 - 200 AD";1;
3081;0;79572;456824;"Den Haag";"Jan Willem Frisolaan";"rural settlement";0;"ROMMB";"ROMMB";;;"habitation dated approx. 150 - 200 AD; very close to site 3137, possibly one settlement? Associated with watchtower Scheveningseweg?";1;
3082;0;74290;452680;"Loosduinen";"Ockenburgh";"civil settlement; mini-castellum; burial(s)";0;"ROMMB";"ROMMB";;;"castellum dated approx. 150 - 180 AD; vicus dated approx. 150 - 250 AD; also IJZV-IJZM and VME occupation; full report in Waasdorp (2012) and Waasdorp & van Zoolingen (2015)";1;
3083;0;76787;453724;"Den Haag";"Thorbeckelaan";"rural settlement?";1;"ROMV";"ROMM";;"disappeared";"no associated Archis-waarnemingsnummer";1;
3084;0;75500;453300;"Den Haag";"Meer en Bosch";"rural settlement?";1;"ROM";"ROM";;;"the status of this site remains unclear; excavations by Pabon (1934) at Meer en Bosch yielded many sherds of 'Batavian pottery', but the exact location remains unknown (""the high meadow of Meer en Bosch, bordering the Kijkduinsestraat … probably continuing up to the current Segbroekpolder"") - it might be connected to the Ockenburgh vicus; Pabon's interpretation of ""Batavian roads"" on the site is not correct; an excavation at the Muurbloemweg (Magendans et al. 1992, Archis-observation 430347) only yielded Late Iron Age finds";1;
3085;0;75862;452308;"Loosduinen";"Loosduinse Hoofdstraat";"rural settlement?";1;"ROM";"ROM";;;"possibly periphery of Ockenburgh vicus";1;
3086;0;74750;452800;"Loosduinen";"Ockenburgh Golfterrein";"rural settlement";0;"ROMMA";"ROMMB";;;"habitation dated approx. 100 - 150 AD; probably not contemporary with Ockenburgh vicus";1;
3087;0;73241;451158;"Monster";"Waterleidingduinen";"rural settlement";0;"IJZL";"ROMMB";;;"IJZL-ROMV finds in arable layer with no evidence for occupation, ROMM phase with features at GAS 90 3/3; also VME and LME finds";1;
3088;1;74500;451604;"Den Haag";"Monsterseweg 29-37";"rural settlement";0;"IJZV";"IJZV";;;"most probably not a Roman settlement, despite some IJZL-ROM finds (see Baardewijk et al. 2006); also LME settlement";1;
3089;0;76749;451048;"Den Haag";"Nikkelwerf";"rural settlement";0;"ROMMA";"ROMMB";;;"this site has  variously been described as 1, 2, 4 or 6 sites (Meppelweg/Lozerlaan/Zichtenburg); in all probability, it is one large find complex";1;
3090;0;76507;450396;"Den Haag";"De Uithof";"burial(s)?";1;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer; very close to site 3091, possible same settlement?";1;
3091;0;76469;450166;"Loosduinen";"Wennetjessloot";"rural settlement";0;"ROM";"ROM";;;"very close to site 3090, possible same settlement?";1;
3092;0;76780;448950;"Poeldijk";"Wateringseweg";"rural settlement, stone-built";0;"ROMV";"ROMM";;;"possible villa";1;
3093;0;78325;450212;"Wateringen";"Erasmusweg";"rural settlement?";1;"ROMM";"ROMM";;;;1;
3094;0;78859;450039;"Wateringen";"Rhijenhove";"rural settlement";0;"ROM";"ROM";;;;1;
3095;0;79585;450833;"Den Haag";"Noordweg 86";"rural settlement";0;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
3096;0;79350;449720;"Den Haag";"Hoge Veld";"rural settlement";0;"ROMVB";"ROMMB";;;"habitation approx. 50 - 225 AD; probably one settlement together with locations Kwaklaan and Wateringen-Juliahof";1;
3097;0;81100;449800;"Rijswijk";"H.J. van Mooklaan";"rural settlement";0;"ROMM";"ROMM";;;;1;
3098;0;81640;449350;"Rijswijk";"Hoekpolder I";"rural settlement?";1;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer";1;
3099;0;82300;449650;"Rijswijk";"De Bult";"rural settlement";0;"ROMVB";"ROMMB";;;;1;
3100;0;81650;448700;"Rijswijk";"Hoekpolder II";"rural settlement";0;"ROMMA";"ROMMA";;;"Archis-waarnemingsnummer 21910 removed from Archis; single house, habitation dated approx. 100 - 125 AD";1;
3101;0;82825;449215;"Rijswijk";"Wilhelminapark";"rural settlement; burial(s)";0;"ROMM";"ROMM";;;"Archis-waarnemingsnummer 120827 removed from Archis; two houses, habitation approx. 125 - 225 AD; settlement core supposedly located under railway";1;
3102;0;82850;451400;"Rijswijk";"Havenstraat";"rural settlement; burial(s)?";0;"ROMMB";"ROMLA";;;;1;
3103;0;81275;451160;"Rijswijk";"van Vredenburgweg";"rural settlement; burial(s)?";0;"ROMM";"ROMM";;;"Archis-waarnemingsnummer 120801, 120820, 120824 and 120826 removed from Archis";1;
3104;0;84383;451994;"Rijswijk";"Hoornwijck";"rural settlement";0;"ROMM";"ROMM";;;"probably connected to 3105; 'southern periphery of Leeuwenberg settlement'";1;
3105;0;84300;452500;"Leidschendam";"Leeuwenberg";"rural settlement; burial(s); cult place?";0;"ROMM";"ROMM";;;"probably connected to 3104; habitation approx. 100 - 225 AD; possible earlier phase outside excavated area; three houses, plus a fourth one at 'several hundreds meters' distance (separate settlement!)";1;
3106;1;81196;455414;"Den Haag";"Stadskern";"isolated find(s)";0;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
3107;0;81048;455026;"Den Haag";"Annastraat";"rural settlement";0;"IJZL";"ROMM";;;"not sure whether Annastraat and Westeinde are associated";1;
3108;0;82670;452440;"Rijswijk";"Torenstraat";"rural settlement?";1;"IJZV";"ROM";;;"only described as LME house in Hessing (1991); IJZ phase described in Archis-waarnemingsnummer 17298";1;
3109;1;84740;457743;"Den Haag";"Landscheidingsweg";"isolated find(s)";0;"ROM";"ROM";;;"no associated Archis-waarnemingsnummer";1;
3110;0;79203;451890;"Den Haag";"Loevesteinlaan";"rural settlement";0;"ROMVB";"ROMMA";;;"habitation approx. 50 - 150 AD (Rieffe et al. 2006); periphery of settlement";1;
3111;0;77814;451646;"Den Haag";"Hertenrade";"rural settlement";0;"ROMVB";"ROMMB";;;"habitation approx. 50 - 200 AD (van Veen 2009)";1;
3112;0;96700;461180;"Zoeterwoude";"Zwieten";"rural settlement?";0;"ROMM";"ROMM";;;"habitation approx. 50 - 300 AD";1;
3113;0;130710;454540;"De Meern";"van Heemskerklaan";"rural settlement; road";0;"IJZL";"ROMM";;;"road: see Luksen-IJtsma (2010) 13 and 14, site 4036";1;
3117;0;128450;458855;"Haarzuilens";;"rural settlement?";1;"IJZ";"ROM";;;"very close to site 3120, possibly one settlement?";1;
3118;1;128790;459230;"Haarzuilens";;"isolated find(s)";0;"IJZ";"ROM";;;;1;
3119;0;128430;458430;"Vleuten";"Haarpad";"rural settlement";0;"IJZ";"ROM";;;"Vossen distinguishes 3 sites, 850, 851 and 852; the interpretation of the sites on the AMK is somewhat speculative; the sites on the east side also have a VME phase";1;
3120;0;128250;458980;"Haarzuilens";;"rural settlement?";1;"IJZ";"ROM";;;"very close to site 3117, possibly one settlement?";1;
3121;0;128800;458340;"Vleuten";"Haarzicht";"rural settlement";0;"IJZV";"VME";"1.8 ha";;"very close to site 3119; the VME site overlaying the Roman occupation makes interpretation of the site's size and position difficult";1;
3122;1;128520;457990;"Vleuten";"Joostenlaan I";"isolated find(s)";0;"IJZL";"ROM";;;"very close to site 3119";1;
3123;1;127950;457890;"Vleuten";"Joostenlaan II";"rural settlement";0;"VME";"VME";;;"not a Roman site!";1;
3124;1;112250;454300;"Bodegraven";"Zuiderzijderpolder";"isolated find(s)";0;"ROM";"ROM";;;;1;
3125;0;118420;455380;"Woerden";"Barwoutswaarder West";"rural settlement; road";0;"ROMMB";"ROMMB";"2.0 ha";;"on top of small cemetery dated approx. 40-50 AD; for road, see Luksen-IJtsma 2010 35, site 4045";1;
3126;0;98930;483121;"Vogelenzang";"Schapenweitje";"rural settlement?";0;"ROMV";"ROMM";;;"no associated Archis-waarnemingsnummer (42992 is unspecific)";1;
3128;0;96768;463082;"Leiderdorp";"Parallelweg";"rural settlement";0;"ROMV";"ROMM";;;"very close to site 3045";1;
3129;0;91760;464120;"Leiden";"Cruquiuslaan";"rural settlement";0;"ROMV";"ROMM";;;"habitation dated approx. 0 - 300 AD";1;
3130;1;100525;461170;"Koudekerk aan den Rijn";"Lagewaardse Polder";"isolated find(s)";0;"ROMV";"ROMM";;;"habitation approx. 0 - 300 AD";1;
3131;1;106760;458745;"Alphen aan den Rijn";"Polder Steekt II";"isolated find(s)";0;"ROMV";"ROMM";;;"close to site 3073, but no evidence for habitation";1;
3132;0;87200;469750;"Katwijk";"Brittenburg";"castellum?; civil settlement?";0;"ROMVB";"ROMMB";;;"Lugdunum Batavorum; occupation dated approx. 50 - 250 AD; reconstructed position according to Parlevliet (2002); alternative position 87751/469573 (following Knul and van Zoeren 2012)";1;
3136;1;131400;454840;"De Meern";"Utrechtsestraatweg";"isolated find(s)";0;"ROM";"ROM";"1.0 ha";;"inconclusive evidence, close to cemeteries";1;
3137;0;79361;457159;"Den Haag";"Scheveningseweg";"rural settlement; military settlement";0;"ROMMB";"ROMMB";;;"rural settlement dated approx. 150 - 200 AD; military settlement dated approx. 190 - 250 (270?) AD; very close to site 3081, possibly one settlement?";1;
3138;1;99900;484500;"Aerdenhout";"Oranjekom";"isolated find(s)";0;"ROMM";"ROMM";;;"no associated Archis-waarnemingsnummer (211055 is unspecific)";1;
3141;0;86925;462325;"Wassenaar";"Plein";"rural settlement";1;"IJZL";"ROM";;;"inconclusive evidence, disturbed by later phases";1;
